date,company,writer,title,classification1,classification2,classification3,contents
20200806,한국경제,조미현(mwise@hankyung.com);,김태년 민주당 원내대표 일반 재건축도 공공주택 공급 의무적용,정치>국회_정당,정치>청와대,경제>부동산,여당인 더불어민주당이 재건축에도 공공주택 공급을 의무화하는 방안을 검토하고 있다... 공공주택을 임대뿐 아니라 분양으로 공급하는 계획도 추진하기로 했다... .. .. .. ..김태년 원내대표는 지난 30일 한국경제신문과의 인터뷰에서 ..“규제 완화를 통해 발생하는 재건축 초과 이익은 반드시 환수해야 한다”며 ..“세금과 물량으로 각각 환수하는 방식을 ..
20200806,전자신문,김지선,"한국사회보장정보원-한국데이터산업진흥원, 데이터산업 발전 MOU 체결",IT_과학>IT_과학일반,,,한국사회보장정보원(원장 임희택)이 한국데이터산업진흥원(원장 민기영)과 ..'데이터산업 발전과 국민 맞춤형 통계정보 제공을 위한 업무협약(MOU)'을 맺었다. .. ..양 기관은 ..△데이터 산업 발전을 위한 각종 통계 인프라관련 정보 공동사용 협력 ..△국민 맞춤형 통계 정보 제공을 위한 연구 활동 상호 협력 ..△통계데이터 관련 전문 인력 양성을 ..
20200806,부산일보,최세헌,부산·경남·전남 ‘남해안 상생발전협의회’ 첫발,지역>부산,지역>경남,지역>경기,부산시·경남도·전남도 등 남해안권 3개 시·도가 남해안 상생발전을 위해 ..‘남해안 신성장 관광벨트’를 구축하기로 했다... 특히 이들 시·도는 공동성명을 통해 수도권 집중을 멈추고 실질적인 국가균형발전 정책을 추진해야 한다고 강조했다... .. .. .. .. 부산시는 지난달 31일 부산 해운대 누리마루APEC하우스에서 ..‘제1회 남해안 상생발전협의..
20200806,부산일보,송현수,"중부발전, 제3기 사회적경제기업가 육성사업 출범식…‘KOMIPO 뉴딜’시동",지역>대전,지역>충남,지역>경기,"제3기 사회적경제기업가 육성사업 출범식 후 관계자들이 파이팅을 외치고 있다(앞줄 왼쪽 세 번째부터 조성준 중부발전 사회가치혁신실장, 박찬무 충남사회경제네트워크 이사장)... 중부발전 제공 .. .. .. .. 한국중부발전(사장 박형구)은 지난 7월 31일 ..‘KOMIPO 뉴딜’의 성공적 추진 및 좋은 일자리 창출을 위한 ..‘제3기 사회적경제기업가 육.."
20200806,전자신문,유재희,원금보장수익률 연 3% '국민참여형 뉴딜펀드'...자율주행차5G 투자 물꼬,정치>행정_자치,경제>금융_재테크,경제>증권_증시,정부가 연 3%대 수익률을 노려볼 수 있는 국민참여형 뉴딜펀드 조성을 추진한다... 5G자율자동차 등의 투자유인책이 될 전망이다. .. ..2일 더불어민주당과 정부에 따르면 당정은 한국판 뉴딜 재원 조성과 국민소득 증대를 위한 뉴딜펀드 출시 구상을 이르면 이달 중 발표할 계획이다. .. ..민주당 K뉴딜위원회 디지털뉴딜 분과위원장인 이광재 의원이 국민..
20200806,중부매일,윤여군 기자,박세복 영동군수 한국형 뉴딜 정책 적극 대응,지역>전북,지역>충남,지역>충북,- .. .. .. ..［중부매일 윤여군 기자］박세복 영동군수가 정부의 한국형 뉴딜 정책에 선제적으로 대응하라고 지시했다... .. .. ..박 군수는 31일 간부회의에서 ..대규모 재정이 투자되는 곳이 자치단체인 만큼 뉴딜과 연계한 미래 전략을 신속하게 수립해야 한다며 ..행정의 역량을 집중해 창의적인 아이디어를 공모하는 등 발 빠른 대응에 나서..
20200806,중부일보,명종원,"구리시, 태릉골프장 개발 앞서 교통대책 수립 요청",지역>강원,지역>경기,지역>충남,구리시는 지난 31일 태릉골프장 83만㎡ 개발에 앞서 광역교통대책을 마련할 것을 정부에 요청하기로 했다고 2일 전했다... .. .. ..면적 50만㎡ 이상 또는 인구 1만명 이상의 대규모 개발사업 때는 인근 도시 등에 영향을 주는 만큼 광역교통대책을 마련하도록 특별법으로 정하고 있다... .. .. ..태릉골프장 인근에는 구리 갈매신도시가 건설됐으며 ..
20200806,한국경제,전범진(forward@hankyung.com);,하반기 실적 더 좋다…삼성전자·네이버·엔씨소프트 '찜',경제>증권_증시,경제>반도체,경제>자동차,"삼성전자와 현대자동차, 네이버 등 주요 상장사들이 2분기 실적을 발표하면서 시장의 관심은 어느덧 하반기 실적으로 향하고 있다... 투자자들은 신종 코로나바이러스 감염증(코로나19) 타격이 가장 컸을 것으로 보이는 2분기 실적에 의미를 두기보다 하반기, 그리고 그 이후에도 실적 개선을 기대할 만한 종목에 매수세를 집중하는 모습이다... .. .. .. .."
20200806,전북일보,엄철호,"익산시, ‘2021년 국가예산 확보 추진상황 보고회’ 개최",지역>충남,지역>경기,지역>전북,익산시의 내년도 국가예산 확보는 정부의 한국판 뉴딜 핵심 프로젝트에 초점이 맞춰진다... .. .. ..정부에서 역점적으로 추진하는 한국판 뉴딜정책에 부합한 적극적인 신규사업 발굴을 통해 역대 최대 규모의 국가예산을 확보함으로써 코로나19로 침체된 지역경제를 살리는 발판으로 삼겠다는 전략에서다... .. .. ..시는 지난달 31일 시청 상황실에서 유희..
20200806,중부매일,이희득 기자,"SK디앤디, 당진 대호지 태양광 발전사업 본격 추진",지역>충남,지역>강원,지역>경기,"- 최대 300MW 규모로 태양광 발전사업 확대 예정 .. .. .. ..SK디앤디,'대호지솔라파크'의공동 참여사인 이도ㆍ플라스포와 사업진행 및 운영에 대한 주주간협약서 체결［중부매일 이희득 기자］SK디앤디는 당진대호지면염해농지 일대대규모 태양광 발전사업의 본격적인 추진을 위해, 특수목적법인 ..'대호지 솔라파크'의 공동 참여사인 이도, 플라스포와 주주.."
20200807,서울경제,황정원 기자,또 국민펀드 한국판 뉴딜펀드 이르면 이달 발표,정치>행정_자치,경제>금융_재테크,경제>증권_증시,정부가 연 3%대 수익률을 기대해볼 수 있는 국민참여형 뉴딜펀드 조성을 추진한다... 당정은 뉴딜펀드를 출시해 수조원대 자금을 모으면 한국형 뉴딜에 힘을 실을 수 있을 것으로 기대하고 있다... 다만 지난해 일본의 수출규제에 대응해 나온 소재·부품·장비 분야에 투자하는 필승코리아 펀드와 같이 ..‘관제펀드’ 논란도 예상된다... .. .. .. ..2일..
20200807,광주매일신문,김진수 기자,이개호 ‘양봉산업발전법’ 연속 토론회 개최,지역>울산,지역>대전,지역>경북,"이개호 국회 농림축산식품해양수산위원장(더불어민주당, 담양 함평 영광 장성)은 4일 국회의원회관 제7간담회의실에서에서 ..‘양봉산업 발전법안 원년기념 제도활성화 제1차 토론회’를 개최한다. .. ..꿀벌의 멸종위기를 맞아 지속가능한 영농을 위한 양봉산업의 자연보전기능은 현재의 그린뉴딜 추세와 더불어 그 가치가 재조명되고 있는 상황이다... 이에 발맞춰 우.."
20200807,광주매일신문,김진수 기자,"이낙연, 균형발전 뉴딜 정책 발표",정치>선거,지역>강원,지역>대전,"이낙연 더불어민주당 당대표 후보는 지난달 31일 세종시에서 균형발전 뉴딜 정책 구상을 발표했다. .. ..이 후보는 이날 밀마루 전망대에 올라 세종시 전체를 조망하고 균형발전 상징공원을 방문한 자리에서 균형발전 뉴딜에 대한 4개의 세부과제를 제시했다. .. ..균형발전 뉴딜 세부과제에 대해 이 후보는 ..“첫째 행정수도 이전 및 세종의 완성, 둘째 권역.."
20200807,광주매일신문,,"‘어게인, 순천정원박람회’ 뉴딜 성공모델 기대",지역>전남,지역>경남,지역>전북,"순천만국제정원박람회가 3년 뒤 정부 승인 국제행사로 다시 개최돼 주목된다... 지난 3월 미국 마이애미에서 열린 AIPH(국제원예생산자협회) 총회에서 만장일치로 국제행사 개최 승인을 받은데 이어 최근 정부의 심의 절차까지 마쳤다... 이번 정부 승인을 계기로 국비 등 행정·재정 지원에 탄력을 받는 것은 물론, 10년 만에 다시 여는 박람회로 2만5천명이.."
20200807,광주매일신문,목포=정해선 기자,"목포 남항, 미래형 친환경선박 메카 조성",지역>전남,지역>경남,지역>울산,"관광, 수산식품과 더불어 목포시의 3대 미래 먹거리 산업인 신재생에너지 산업이 정부와 전남도의 정책과 맞물려 탄력을 받고 있다. .. ..목포시는 2일 ..“목포신항과 대양산단을 중심으로 조성하고 있는 해상풍력산업 전진기지와 함께 목포 남항에는 친환경 선박 클러스터를 구축, 신재생에너지 메카로 육성할 계획”이라고 밝혔다. .. ..우선 올해 4월 남항에.."
20200807,머니투데이,서진욱 |기자,"엇갈린 초선의 본회의 데뷔… 빛난 野, 선넘은 與 누구",정치>국회_정당,정치>행정_자치,정치>선거,"[머니투데이 서진욱 기자] ..[[the300]] .. .. 윤희숙 미래통합당 의원(왼쪽)과 조정훈 시대전환 의원... ../사진=뉴시스. ..초선 국회의원들의 본회의 데뷔 무대가 엇갈렸다... 야권이 묻힌 국회에서 빛난 야당 의원들이 나온 반면, 대정부질문 취지를 왜곡한 여당 의원도 있었다. .. ..윤희숙 미래통합당 의원과 조정훈 시대전환 의원은 7.."
20200807,머니투데이,박미주|기자|,노후공공임대 1만300가구 '그린리모델링' 착수,경제>부동산,경제>자원,지역>전북,"[머니투데이 박미주 기자] ..[에너지 절감 건물로 재탄생… 2세대 통합해 전용면적 52㎡짜리도 공급] .. .. .. 사진= 국토부 .. ..노후 공공임대주택 1만300가구가 에너지 절감 건물로 재탄생한다... 정부가 추진하는 그린뉴딜 중 일부인 ..'그린리모델링' 사업의 일환이다... 일부 영구임대는 세대를 통합해 다자녀가구, 신혼부부 등을 위한 전.."
20200807,디지털타임스,이상현,"LH, ‘제1회 LH 공공데이터 활용 창업경진대회’ 시상식 개최",경제>경제일반,IT_과학>IT_과학일반,,[디지털타임스 이상현 기자] 한국토지주택공사(LH)는 서울 강남구 소재 LH 더 스마티움에서 ..'제1회 LH 공공데이터 활용 창업경진대회' 시상식을 개최했다고 2일 밝혔다. .. .. .. ..이 대회는 급증하는 공공데이터 수요에 대응하는 창의적인 아이디어 및 신규 비즈니스 모델 발굴 지원과 함께 데이터를 기반으로 한 창업활동을 장려하기 위해 마련됐다..
20200807,아시아경제,이창환,"두산중공업, 클럽모우CC 매각 완료…채권단 긴급운영자금 첫 상환",경제>산업_기업,경제>금융_재테크,,[아시아경제 이창환 기자] 두산중공업은 2일 하나금융-모아미래도 컨소시엄과 클럽모우CC 매각 거래를 완료하고 매각 대금 1850억원 중 일부 회원권 입회보증금 반환 비용 등을 제외한 대금으로 채권단 차입금을 상환했다고 밝혔다... .. .. .. ..이번 상환은 채권단의 긴급운영자금 지원 이후 첫번째 상환이다... 두산중공업은 조기에 이뤄낸 이번 첫 상..
20200807,아시아경제,이광호,수익률 연 3%대 '국민참여형 뉴딜펀드' 조성 추진,정치>행정_자치,경제>금융_재테크,경제>증권_증시,[아시아경제 이광호 기자]정부가 연 3%대 수익률이 가능한 ..'국민참여형 뉴딜펀드' 조성을 추진한다... .. .. .. ..2일 더불어민주당과 정부에 따르면 당정은 한국판 뉴딜 재원 조성과 국민소득 증대를 위한 뉴딜펀드 출시 구상을 이달 중 발표할 계획이다... .. .. .. ..민주당 K뉴딜위원회 디지털뉴딜 분과위원장인 이광재 의원이 국민참여형 ..
20200807,대전일보,박영문,"민주당 장철민 의원, 기상이변 대책 마련 강조",정치>국회_정당,지역>경남,지역>대전,"장철민 더불어민주당 의원(대전 동구)은 지난달 31일 국회 환경노동위원회에서 환경부와 기상청을 상대로 기후변화에 따른 폭우 등 기상이변 대책 마련이 시급함을 강조했다... .. ..장 의원은 ..지난 30일 대전에 시간당 100㎜ 이상 폭우가 내렸는데, 이는 기상관측상 최초의 일이라며 ..도시인프라나 공무원 조직이 기상이변에 준비가 돼 있지 않다.."
20200807,디지털타임스,안경애,차세대 우체국금융시스템 잡자… 삼성·LG·SK 빅3 전면전,경제>경제일반,,,올 하반기 SI(시스템통합) 최대 격전사업으로 꼽혀온 우체국 차세대 종합금융시스템 사업자 선정작업이 시작된다... 2000억원이 넘는 대형 프로젝트를 수주하기 위해 삼성·LG·SK 등 국내 ..'SI 빅3' 가 가세해 전면전이 예고된다... .. .. .. .. ..우정사업본부는 우체국 예금·보험시스템을 빅뱅 방식으로 전면 재구축하는 2064억 규모 사..
20200807,한국경제,조미현(mwise@hankyung.com);,재건축 공공주택 공급 의무화…임대·분양 적절한 수준서 배정,경제>부동산,정치>국회_정당,정치>청와대,여당인 더불어민주당이 재건축에도 공공주택 공급을 의무화하는 방안을 추진한다... 공공주택을 임대뿐 아니라 분양으로 공급하는 것도 검토하기로 했다... .. .. .. ..김태년 민주당 원내대표(사진)는 지난달 30일 국회에서 한 한국경제신문과의 인터뷰에서 ..“규제 완화로 발생하는 재건축 초과이익은 반드시 환수해야 한다”며 ..“세금과 물량으로 각각 환..
20200807,디지털타임스,이상현,"LH, 25㎾급 건물용 연료전지 개발 박차…5년간 140억 투입",경제>산업_기업,지역>대전,지역>경기,[디지털타임스 이상현 기자] 한국토지주택공사(LH)는 지난달 30일 LH 홍보관 ..'더스마티움'에서 연로전지 전문 중소기업인 S-퓨얼셀과 ..'25㎾급 건물용 연료전지 개발 및 기술실증 업무협약'을 체결했다고 2일 밝혔다. .. .. .. ..이번 업무협약은 정부의 그린뉴딜 종합계획에 발맞춘 신재생 에너지 국가 R&D 참여의 일환으로 국책과저 선정기관..
20200807,전북도민일보,최규명 　,‘한국판 뉴딜’ 정책을 전북발전의 계기로 삼아야,경제>경제일반,,,　정부가 2020년 7월 14일 코로나19 사태 이후 경기 회복을 위해 마련한 국가 프로젝트인 ..‘한국판 뉴딜 종합계획’을 확정ㆍ발표했다... 이는 앞서 2020년 4월 문재인 대통령이 5차 비상경제회의에서 코로나19 사태 이후 경기 회복을 위해 주문한 것에서 시작돼 5월 7일에는 3대 프로젝트와 이에 맞춘 10대 중점 추진과제가 발표된 바 있다...
20200807,한국경제,,"美 추가 경기부양책·한국판 뉴딜 호재…숨고르는 삼성전자, 추가 상승 가능성",경제>증권_증시,경제>자동차,경제>반도체,"미국과 중국의 갈등이 심화되면서 시장에 불안감을 주는 모습이다... 하지만 양국의 상호 영사관 폐쇄라는 극단 조치는 도널드 트럼프 대통령의 재선 전략이라는 인식이 팽배하다... 트럼프 대통령이 재선을 앞두고 예상치 못한 경기부양책을 꺼내들 수 있다는 기대감도 나오고 있다... .. .. .. ..미 중앙은행(Fed)은 금리를 동결했지만, 코로나19로 인.."
20200807,전자신문,김지선,[월요논단]국가 경제를 선도할 AI 집적단지,경제>취업_창업,경제>반도체,경제>무역,"액센츄어 보고서에 따르면 인공지능(AI)은 정보통신기술(ICT)의 하나가 아니라 노동자본토지와 함께 생산의 4대 요소로서 노동생산성 저하, 경제성장 둔화 문제를 해결할 것으로 전망된다... 특히 ICT, 제조, 금융 등 기존 산업의 혁신을 촉발해서 오는 2035년까지 미국독일일본 등 주요국의 연간 경제성장률을 약 2배 증가시킬 것으로 예측된다..."
20200807,한국경제,전범진(forward@hankyung.com);,"반도체 장비株 해성디에스, '그린 뉴딜' 수혜 한화솔루션 관심을",경제>반도체,경제>증권_증시,경제>유통,"코스피지수가 연중 최고점에 근접했다... 그동안 ..‘동학개미’들은 폭락장에서 쏟아지는 매도물량을 받아내면서 고점 탈환에 기여했다... 투자자 사이에서는 ..“진짜 싸움은 지금부터”라는 평가가 나온다... 상반기 주식시장은 코로나19의 타격을 감안해 기업들이 악화된 실적을 신고해도 낙관적인 모습을 보였지만, 본격적인 실적 반등이 기대되는 하반기에는 깐깐.."
20200807,전자신문,안영국,한국판 뉴딜 전략회의는 언제쯤...물 건너간 7월 가동,정치>청와대,정치>국회_정당,,문재인 대통령이 직접 이끌 것으로 알려진 ..'한국판 뉴딜 전략회의' 가동이 늦어지고 있다... 문 대통령이 주재하며 ..'속도'를 붙일 것으로 예상됐지만 7월 내 가동한다는 당초 계획이 틀어졌다. .. ..부동산 대책 등 시급 현안에 우선순위가 밀렸다는 분석과 함께 대통령이 직접 주재하고 결정할 수준의 안건이 준비되지 않은 것 아니냐는 지적도 나온다...
20200807,매일경제,"임영신,이용익",[단독] 구현모·하현회 `의기투합`…VR 콘텐츠 맞교환한다,IT_과학>콘텐츠,IT_과학>모바일,경제>경제일반,구현모 KT 대표와 하현회 LG유플러스 부회장이 5세대(5G)용 가상현실(VR) 콘텐츠를 맞교환하는 ..'통 큰 결정'을 내렸다... 5G 고객을 유치하기 위해 치열한 경쟁을 벌이는 통신사들이 콘텐츠 공유라는 이례적 실험에 나선 것이다... 이번 전략적 협력을 계기로 VR 시장이 활성화될지 주목된다. ..2일 통신 업계에 따르면 KT와 LG유플러스가 이..
20200807,전북일보,김선찬,전북 중소기업 체감경기 2개월 연속 소폭 하락세,경제>산업_기업,경제>증권_증시,경제>유통,전북지역 중소기업들의 체감 경기 전망이 2개월 연속 하락세를 보였다... .. .. ..중소기업중앙회 전북지역본부가 지난달 15일부터 22일까지 도내 125개 중소기업을 대상으로 실시한 ..‘2020년 8월 전북지역 중소기업경기전망조사’에 따르면 8월 업황전망 경기전망지수 전월대비 1.7p 하락한 80.8로 나타났다... .. .. ..이는 올해 7월(..
20200807,매일경제,양연호,"당정, 年3%수익 `국민참여 뉴딜펀드` 이달중 출시 구상 발표",지역>충남,정치>행정_자치,경제>금융_재테크,정부가 연 3%대 수익률을 노려볼 수 있는 국민참여형 뉴딜펀드 조성을 추진한다... 2일 더불어민주당과 정부에 따르면 당정은 한국판 뉴딜 재원 조성과 국민소득 증대를 위한 뉴딜펀드 출시 구상을 이르면 이달 중에 발표할 계획이다... 원금을 보장하고 수익률은 연 3% 안팎으로 설정하겠다는 계획이다... 당정은 뉴딜펀드에 세제 혜택도 부여하고 해당 펀드가 ..
20200807,중도일보,김흥수 기자,충남정보보호지원센터 개소식,IT_과학>보안,지역>울산,지역>충남,"충남도는 지난달 31일 천안에 위치한 충남테크노파크 스마트ICT융합센터에서 ..'충남정보보호지원센터 개소식'을 열고, 성공적인 안착을 다짐했다... 이날 개소식은 도와 과기부, 한국인터넷진흥원, 충남테크노파크, 도내 기업 및 단체 등 관계자 30여 명이 참석한 가운데 열렸다... 이번에 개소한 충남정보보호지원센터는 과학기술정보통신부·한국인터넷진흥원의 2.."
20200807,대전일보,차진영,"㈜이도, 당진 염해농지 100MW 태양광 사업 본격 추진",지역>충남,경제>자원,지역>경기,"[당진]국내 유일의 통합운영관리 전문 회사인 주식회사 이도(YIDO, 대표이사 최정훈)가 정부의 ..'그린뉴딜' 정책에 맞춰 신재생 에너지 사업 육성에 나선다. ..㈜이도는 당진 대호지면 일대 염해농지에 대규모 태양광 발전사업의 본격 추진을 위해 공동 참여사인 SK디앤디, 플라스포와 주주간협약서를 체결했다고 3일 밝혔다 ..이번 사업에서 ..㈜이도는 금.."
20200807,경향신문,대구 | 조형국 기자 situation@kyunghyang.com,영남 찾은 민주당 당권 후보들…이 “지역 안배” 김 “영남 당대표를” 박 “개혁”,정치>국회_정당,지역>대구,정치>선거,"영남권 표심을 사로잡기 위한 더불어민주당 당권주자 3인의 지지 호소가 1~2일 대구·경북(TK), 부산·울산·경남(PK)에서 펼쳐졌다... 지난 4·15 총선에서 민주당에 참패를 안긴 영남은 2022년 정권 재창출을 위한 핵심 공략 지역으로 꼽힌다... 대선을 위해 영남 지지를 끌어 모아야 하는 이낙연 후보(68)와 영남이 ..‘베이스캠프’인 김부겸 후.."
20200807,파이낸셜뉴스,파이낸셜뉴스,[특별기고] 고용안전망이 '한국판 뉴딜' 성패 가른다,경제>취업_창업,,,"코로나19 감염증 광풍이 반년 넘게 세계를 휩쓸고 있다... 벌써 전 세계 누적 확진자가 1800만명을 넘어섰다... 세계 인구 443명당 1명이 걸린 셈이다. .. .. .. .. .. ..사실 올 초만 해도 우리나라 역시 상황이 매우 안 좋았다... 코로나19 최초 발생국인 중국과 인접했고, 국가방역 통제를 벗어나려는 종교단체 반발까지 우리가 넘어야.."
20200807,파이낸셜뉴스,연지안,"경기, 빠른 수출 회복이 관건… 추경·뉴딜정책 효과도 주목 [3분기 경기 반등할까]",경제>무역,경제>취업_창업,경제>외환,경제전문가 3분기 전망 .. ..코로나·무역갈등 변수도 커 .. ..中 성장률 추이 지켜봐야 .. ..연간 기준 플러스는 힘들어 .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. ..3·4분기 국내 경제성장률 반등이 주목되고 있다... 정부가 이달을 시작으로 본격적인 경기 회복에 속도를 낸다는 방..
20200807,매일경제,,[기고] `데이터 댐` 양질의 정보 수문 열어야,IT_과학>IT_과학일반,경제>경제일반,,"정부는 코로나19 사태 이후 경기 회복을 위한 국가 프로젝트의 일환으로 ..'한국판 뉴딜 종합계획'을 발표했다... 2025년까지 디지털 뉴딜과 그린 뉴딜, 안전망 강화 등 세 축을 중심으로 천문학적 투자가 정부 주도로 이뤄지는 것이 핵심이다... .. ..특히 디지털 뉴딜의 대표 과제는 정부가 가지고 있는 14만여 개의 공공데이터를 전면 개방해 누구든.."
20200808,국민일보,권민지,"LG화학, 신성장동력 ‘배터리’ 수익 가능성 입증",경제>자동차,경제>자원,경제>무역,"LG화학이 신성장동력 ..‘배터리’의 수익 가능성을 입증했다... 20년간의 집요한 연구·개발(R&D)이 수확의 시기를 맞았다는 평가다... 하반기에는 완성차 업체들의 전기차 출시가 예정돼 있고 유럽, 중국 등 주요 시장의 친환경 기조 확대가 진행 중인 만큼 안정적인 수익 창출원으로 자리할 것이라는 전망이다... .. .. .. ..LG화학은 지난달 3.."
20200808,한국경제,전범진(forward@hankyung.com);,증시 본격 '상승 랠리' 이제 시작…비대면·수소경제株가 시장 주도,경제>증권_증시,경제>금융_재테크,경제>반도체,신종 코로나바이러스 감염증(코로나19)이 터진 지 반년이 지났지만 진정 기미는 보이지 않는다... 경기 반등을 낙관하기도 어렵다... 반면 주식시장은 연중 최고점 수준으로 올라섰다... 주식시장과 실물경기의 괴리가 커지자 투자자의 고민도 깊어지고 있다... .. .. .. ..고숭철 NH아문디자산운용 최고투자책임자(CIO·사진)는 3일 한국경제신문과의 ..
20200808,한국경제,고재연(yeon@hankyung.com);,신들린 개미…박스권에 사서 뉴스에 팔았다,경제>증권_증시,경제>자동차,경제>유통,지난달 28일 삼성전자 주가가 5.4% 급등했다... 오랜만에 돌아온 외국인 투자자들이 삼성전자를 9208억원어치 순매수했다... 개인 투자자들은 이날 주저하지 않고 8965억원어치를 던졌다... 개인들은 대신 같은 날 0.36%밖에 오르지 않은 SK하이닉스를 순매수했다... 외국인이 돌아오면 국내 시가총액 2위 반도체 기업인 SK하이닉스 주가도 오를 ..
20200808,조선일보,김민우 기자,[인터뷰] 이영 알짜기업도 신사업으로 망한다…160조 한국판 뉴딜 주의보,정치>행정_자치,경제>취업_창업,IT_과학>IT_과학일반,[위풍당당 초선 경제통] .. .. .. ..⑦미래통합당 이영 의원 .. .. .. ..급하게 계획 만드느라 내용 부실 .. ..한국판 뉴딜 하지 말자는 것 아냐 .. ..한국 IT 강국이지만 원천기술 부족 .. ..끝장 각오로 국가가 무한 지원해야 .. ..사고만 안 나면 된다는 정부…답답해 .. .. .. .. ..기업도 신사업 ..
20200808,경향신문,박은하 기자 eunha999@kyunghyang.com,강신욱 통계청장 “부처 간 데이터 공유 위해 통계법 손질해야”,IT_과학>인터넷_SNS,IT_과학>보안,,"ㆍ소득 관련 부처별 통계 실시간 통합 땐 정책 수립에도 큰 힘 .. ..ㆍ‘데이터청’ 설립에 적극 관여 고품질 데이터 노하우 전할 것 .. .. .. ..“데이터는 모아놓는 것만으로는 만능이 아닙니다... 정확하게 필요한 데이터가 무엇이고, 그 데이터의 품질을 어떻게 높일지 고민이 필요합니다.” .. .. ..강신욱 통계청장은 지난달 30일 정부대전청사.."
20200808,울산매일,김우성 (재)울산인재평생교육진흥원 환경교육센터 팀장,[사는이야기] 내가 아니라 우리가 바꿔야 한다,사회>사회일반,지역>충남,지역>경남,"울산시ㆍ시의회ㆍ교육청 ..'기후위기 대응 공동선언' .. .. ..우리가 온난화 위기 막을 수 있는 마지막 세대 .. .. ..개인행동 보다 함께 모여 사회 시스템 바꿔야 .. .. ..덥다... 절기는 하지를 지났고, 태양은 완연한 여름의 빛을 내고 있다... 올 여름은 예년보다 더 더울 확률이 높다고 한다... 이제 우리에게 더운 여름, 짧은 봄가을.."
20200808,세계일보,강민한,김경수 “불안한 낙동강 대신 새 취수원 발굴하겠다”,사회>환경,지역>강원,지역>경북,최근 양산 신도시 정수장과 취수장을 방문한 김경수 지사(왼쪽 세번째)가 수돗물 공급과정을 점검하고 있다... 경남도 제공 김경수 경남지사가 ..“불안한 낙동강에 우리 도민들의 먹는 물 안전을 맡길 수 없다”며 ..“낙동강 본류 외 새 취수원 발굴을 추진 하겠다”고 밝혔다... .. .. .. .. 동부와 중부경남 191만 도민들이 낙동강 본류를 취수원으..
20200808,디지털타임스,김승룡,동서발전 7兆 투자 일자리 3만8000개 목표,경제>자원,지역>경기,지역>울산,"한국동서발전은 정부의 ..'한국판 뉴딜' 정책에 맞춰 오는 2025년까지 약 7조원을 투자해 새 일자리 3만8000개를 창출할 계획이라고 3일 밝혔다. .. .. .. ..동서발전은 이날 본사 경영진과 간부, 현장 사업소장 전원이 화상으로 참여해 이같은 내용의 ..'동서발전형 뉴딜 종합계획'을 확정했다고 설명했다. .. .. .. ..회사는 ..△신재생.."
20200808,디지털타임스,김승룡,30돌 앞둔 전자부품硏 → 한국전자기술연구원 개명,IT_과학>모바일,IT_과학>과학,,전자부품연구원은(KETI)은 내년 창립 30주년에 앞서 연구원 이름을 ..'한국전자기술연구원'으로 변경했다고 3일 밝혔다. .. .. .. ..연구원은 1991년 설립부터 사용한 영문명칭인 ..'Korea Electronics Technology Institute'(KETI)와 같은 우리말 이름인 ..'한국전자기술연구원'으로 이름과 기업이미지(CI)를 ..
20200808,강원일보,,[확대경]강릉형 뉴딜을 위한 상상,지역>울산,지역>충남,지역>대구,"최근 한국형 뉴딜정책에 이은 강원도형 뉴딜정책 발표를 보면서 강릉의 미래를 상상해 본다. .. ..뉴딜이란 1929년 미국 대공황 시절 루스벨트 정부가 재정 확대, 기업에 대한 규제 확대, 노동자와 서민들의 권익과 소득 향상 등의 수단을 통해 유효수요를 창출하려는 노력으로 요약할 수 있다. .. ..2020년판 한국의 뉴딜정책은 디지털뉴딜과 그린뉴딜로 .."
20200808,경인일보,윤설아,[한국판 그린뉴딜의 중심 인천·(上)바다위의 발전소 '해상풍력']주민 수용성·환경성 뒤따라야 '발전' 속도 높인다,지역>충남,지역>강원,지역>대전,사업 진행기간 7~10년이상 소요 .. ..부지발굴·보상협의 ..'투트랙' 필요 .. ..민간사업자에 다 맡긴 구조 힘들어 .. ..정부·지자체 개입 ..'법령개정' 시급 .. .. .. .. .. .. .. ..해상풍력발전단지 조성 사업의 가장 큰 걸림돌은 주민·어민과의 이익 상충과 해양 환경 피해 우려다... 1990년대부터 해상풍력발전에 뛰어든 유..
20200808,헤럴드경제,지현우 기자,윤화섭 안산시장 “진정한 수소명품도시로 자리매김할 것”,지역>경기,지역>경남,지역>충북,[헤럴드경제(안산)=지현우 기자] 안산시(시장 윤화섭)가 수소시범도시 사업과 수소충전 인프라 조성 등 선도적으로 추진 중인 수소산업 생태계 구축 사업을 위해 수소에너지 전담조직을 구성한다고 3일 밝혔다... .. .. .. .. 시에 따르면 지난해 말 수소시범도시 선정과 함께 수소연료전지차와 충전 인프라 구축 등 다양한 수소에너지 관련 사업이 추진되면서..
20200808,아시아경제,황윤주,"SK디앤디, 당진 대호지 태양광 발전사업 본격 추진…공동 참여사와 주주 간 협약서 체결",지역>충남,지역>강원,지역>경기,"[아시아경제 황윤주 기자] SK디앤디는 당진 대호지면 염해농지 일대 대규모 태양광 발전사업의 본격적인 추진을 위해, 특수목적법인 ..‘대호지 솔라파크’의 공동 참여사인 이도, 플라스포와 주주 간 협약서를 체결했다고 3일 밝혔다... .. .. .. ..‘대호지 솔라파크’는 당진시 대호지면 사성리·적서리 일원에 태양광 발전 사업을 위해 SK디앤디, 이도,.."
